1000 48356
173 867 12
173 888 12
173 890 7
173 895 7
173 974 5
173 987 6
173 989 7
173 504 10
173 544 8
173 576 12
173 579 11
173 587 9
173 606 8
173 628 5
173 634 11
173 656 10
173 661 14
173 681 5
173 708 7
173 716 6
173 756 14
173 766 7
173 770 14
173 782 5
173 799 11
173 819 11
173 843 15
173 884 14
173 927 12
173 967 15
173 994 8
174 26 9
174 45 14
174 50 9
174 68 7
174 86 8
174 186 13
174 195 13
174 200 5
174 215 14
174 245 14
174 251 8
174 268 5
174 278 15
174 294 10
174 312 9
174 339 14
174 353 15
174 365 11
174 371 14
174 409 10
174 424 6
174 434 8
174 456 6
174 464 8
174 490 10
174 500 11
174 521 10
174 592 7
174 605 13
174 629 14
174 643 12
174 647 7
174 670 5
174 684 13
174 700 5
174 704 5
174 728 5
174 736 6
174 738 7
174 758 7
174 789 11
174 836 11
174 875 12
174 896 7
174 932 14
174 970 12
174 974 10
174 562 11
174 566 7
174 570 13
174 621 10
174 626 12
174 667 15
174 681 10
174 710 6
174 713 7
174 767 5
174 769 15
174 840 13
174 846 8
174 865 7
174 869 11
174 912 13
174 935 14
174 976 9
174 979 7
174 984 14
174 987 5
174 996 12
175 10 9
175 13 5
175 61 8
175 82 8
175 98 8
175 102 15
175 142 14
175 159 9
175 162 13
175 180 5
175 199 11
175 221 9
175 222 9
175 270 12
175 292 13
175 294 8
175 305 5
175 314 6
175 331 9
175 341 14
175 344 13
175 354 8
175 358 9
175 381 5
175 392 7
175 416 11
175 431 14
175 466 13
175 475 9
175 476 10
175 483 7
175 491 13
175 511 11
175 533 15
175 554 7
175 587 7
175 629 15
175 630 8
175 631 9
175 635 10
175 636 12
175 644 7
175 650 8
175 674 7
175 680 13
175 696 5
175 703 6
175 710 6
175 713 10
175 719 10
175 720 11
175 755 14
175 776 5
175 780 8
175 803 11
175 807 5
175 814 5
175 853 8
175 868 14
175 925 13
175 939 7
175 960 8
175 962 14
175 990 14
175 992 6
175 997 14
175 528 12
175 534 14
175 540 13
175 573 9
175 578 9
175 589 14
175 612 14
175 617 7
175 648 5
175 667 5
175 684 15
175 697 8
175 700 9
175 708 12
175 741 15
175 827 5
175 845 15
175 860 7
175 869 5
175 872 7
175 923 14
175 924 15
175 928 13
175 955 12
175 963 11
175 993 5
176 25 14
176 36 11
176 60 14
176 106 10
176 154 14
176 162 10
176 185 13
176 205 14
176 229 14
176 245 12
176 249 7
176 266 10
176 293 14
176 299 6
176 307 5
176 311 11
176 343 15
176 412 9
176 484 6
176 495 7
176 520 10
176 522 9
176 531 11
176 561 5
176 572 13
176 602 10
176 614 6
176 617 10
176 641 7
176 657 8
176 671 15
176 706 7
176 709 15
176 766 9
176 797 8
176 845 14
176 849 12
176 855 13
176 858 14
176 886 6
176 893 5
176 909 11
176 920 8
176 955 15
176 964 9
176 980 15
176 991 8
176 551 12
176 597 11
176 649 8
176 669 11
176 676 14
176 773 13
176 785 7
176 789 9
176 820 11
176 839 14
176 857 7
176 866 12
176 999 5
177 66 6
177 103 5
177 127 14
177 149 14
177 152 15
177 164 12
177 176 9
177 289 6
177 309 7
177 317 14
177 337 9
177 347 5
177 381 8
177 391 9
177 409 14
177 410 14
177 412 8
177 435 10
177 470 14
177 475 13
177 484 12
177 493 6
177 506 11
177 512 9
177 532 6
177 554 7
177 574 12
177 577 9
177 590 5
177 605 8
177 628 13
177 647 11
177 654 8
177 668 11
177 702 14
177 762 7
177 779 6
177 784 14
177 794 11
177 827 13
177 834 5
177 854 6
177 878 13
177 884 11
177 886 6
177 891 6
177 903 10
177 964 9
177 971 10
177 505 12
177 569 12
177 598 14
177 631 14
177 632 15
177 670 12
177 683 11
177 686 6
177 728 14
177 750 12
177 770 2
177 774 14
177 800 13
177 841 13
177 859 11
177 928 12
177 955 13
177 961 15
177 976 6
177 987 13
178 1 10
178 2 9
178 3 14
178 14 11
178 38 11
178 45 12
178 47 15
178 58 13
178 78 5
178 88 6
178 150 6
178 194 8
178 212 14
178 233 13
178 235 6
178 257 11
178 305 7
178 320 9
178 383 9
178 391 15
178 397 9
178 421 15
178 422 12
178 433 15
178 441 11
178 447 12
178 457 9
178 460 6
178 496 15
178 523 14
178 530 10
178 627 15
178 676 11
178 724 9
178 748 10
178 774 7
178 792 13
178 823 10
178 842 5
178 846 8
178 875 6
178 911 7
178 914 5
178 982 8
178 983 10
178 504 10
178 536 6
178 595 14
178 609 12
178 615 6
178 633 9
178 690 13
178 741 13
178 762 15
178 782 13
178 785 5
178 814 10
178 908 6
178 926 6
178 938 15
178 940 9
178 992 15
178 997 15
179 9 10
179 29 6
179 45 14
179 60 9
179 71 15
179 84 14
179 147 14
179 192 11
179 248 9
179 253 8
179 261 10
179 263 13
179 272 13
179 276 11
179 289 9
179 299 5
179 338 13
179 348 5
179 392 5
179 397 11
179 414 12
179 426 9
179 430 5
179 453 11
179 469 15
179 485 5
179 493 7
179 494 9
179 524 5
179 526 10
179 530 14
179 534 6
179 540 10
179 561 9
179 581 5
179 597 6
179 621 10
179 651 10
179 658 14
179 687 9
179 688 14
179 693 15
179 694 11
179 716 6
179 807 10
179 824 15
179 846 6
179 850 10
179 857 6
179 873 11
179 916 11
179 966 8
179 997 5
179 510 12
179 548 8
179 571 8
179 592 15
179 598 11
179 611 7
179 612 5
179 636 13
179 701 8
179 703 12
179 725 14
179 764 5
179 836 15
179 849 7
179 888 9
179 897 10
179 959 6
180 19 15
180 27 15
180 32 9
180 38 6
180 46 14
180 58 12
180 83 9
180 126 11
180 163 5
180 182 6
180 194 10
180 198 15
180 213 14
180 236 12
180 271 7
180 289 9
180 314 8
180 359 12
180 369 12
180 409 6
180 410 9
180 428 10
180 442 6
180 471 10
180 492 13
180 516 11
180 547 6
180 566 5
180 574 15
180 581 14
180 585 13
180 594 13
180 599 11
180 622 6
180 623 5
180 651 7
180 758 9
180 761 8
180 775 15
180 792 12
180 795 15
180 824 15
180 828 13
180 858 8
180 862 9
180 864 9
180 926 6
180 967 6
180 969 14
180 978 7
180 989 5
180 559 12
180 601 8
180 605 14
180 607 12
180 681 14
180 733 6
180 734 8
180 738 7
180 877 7
180 906 12
180 911 8
180 916 7
180 924 12
180 937 5
180 939 5
180 943 13
180 962 13
180 968 5
180 985 7
181 19 15
181 72 7
181 93 14
181 94 13
181 98 5
181 100 6
181 126 8
181 136 5
181 189 14
181 190 14
181 195 10
181 202 13
181 204 5
181 213 12
181 219 7
181 294 5
181 305 12
181 312 7
181 337 13
181 350 6
181 365 14
181 381 6
181 396 7
181 400 5
181 423 5
181 425 5
181 455 7
181 463 6
181 464 11
181 507 8
181 517 9
181 552 15
181 580 11
181 583 9
181 595 10
181 619 15
181 624 13
181 643 7
181 659 15
181 664 10
181 704 13
181 716 5
181 718 6
181 755 15
181 758 8
181 770 15
181 812 7
181 841 7
181 883 14
181 953 8
181 564 11
181 567 11
181 581 15
181 582 14
181 617 5
181 621 7
181 654 6
181 675 8
181 700 7
181 730 10
181 759 14
181 803 15
181 816 10
181 832 14
181 834 6
181 857 8
181 862 13
181 877 11
181 939 9
181 966 5
181 974 11
181 993 6
182 18 13
182 28 6
182 34 7
182 66 5
182 86 7
182 95 14
182 105 6
182 117 8
182 137 8
182 141 7
182 142 10
182 166 8
182 171 8
182 203 8
182 225 5
182 231 12
182 252 13
182 291 15
182 293 7
182 322 5
182 338 9
182 340 12
182 421 10
182 431 6
182 438 7
182 443 9
182 448 9
182 470 6
182 474 9
182 560 5
182 572 6
182 604 13
182 614 6
182 621 9
182 622 6
182 673 13
182 808 9
182 846 12
182 855 5
182 873 7
182 881 15
182 920 12
182 921 11
182 923 12
182 935 13
182 959 12
182 988 13
182 523 13
182 525 12
182 562 12
182 585 12
182 593 6
182 609 15
182 615 15
182 626 7
182 665 10
182 692 7
182 696 10
182 738 13
182 739 13
182 744 8
182 761 15
182 765 9
182 845 10
182 884 9
182 899 15
182 930 6
182 986 6
183 9 13
183 63 15
183 80 12
183 99 10
183 100 9
183 105 13
183 125 14
183 140 8
183 154 13
183 332 11
183 338 10
183 355 9
183 369 13
183 376 14
183 408 13
183 426 9
183 452 12
183 455 12
183 474 5
183 475 13
183 491 13
183 510 12
183 522 15
183 526 10
183 532 5
183 553 9
183 575 13
183 583 7
183 590 9
183 612 11
183 622 8
183 623 11
183 633 11
183 641 14
183 660 7
183 672 14
183 683 7
183 729 10
183 786 15
183 796 9
183 804 15
183 850 8
183 853 6
183 855 5
183 863 12
183 887 11
183 889 10
183 890 8
183 904 13
183 918 7
183 963 14
183 993 5
183 507 6
183 515 8
183 523 11
183 538 12
183 565 13
183 580 14
183 650 9
183 706 8
183 720 10
183 732 6
183 745 9
183 777 6
183 787 14
183 801 7
183 812 15
183 838 8
183 866 8
183 888 13
183 893 7
183 894 14
183 940 12
183 975 13
184 1 11
184 4 12
184 16 7
184 18 12
184 30 12
184 36 10
184 37 9
184 43 13
184 75 7
184 88 8
184 113 10
184 173 15
184 209 14
184 214 13
184 247 13
184 264 12
184 321 10
184 329 7
184 330 6
184 338 12
184 340 8
184 408 13
184 456 10
184 501 10
184 523 15
184 524 10
184 572 11
184 584 12
184 638 12
184 665 7
184 671 14
184 681 8
184 691 6
184 699 15
184 722 15
184 731 9
184 737 7
184 758 7
184 793 7
184 796 10
184 806 9
184 811 15
184 830 13
184 874 12
184 879 13
184 882 13
184 911 7
184 928 5
184 943 7
184 944 15
184 955 11
184 994 6
184 515 10
184 556 10
184 587 10
184 612 10
184 664 12
184 667 10
184 676 13
184 684 7
184 694 14
184 696 13
184 786 10
184 832 10
184 852 13
184 854 7
184 858 13
184 883 9
184 893 10
184 998 6
185 11 8
185 42 7
185 121 11
185 131 10
185 141 7
185 183 10
185 204 8
185 241 9
185 271 15
185 286 14
185 303 13
185 307 7
185 308 12
185 438 10
185 454 11
185 465 6
185 488 9
185 505 13
185 532 14
185 538 5
185 567 5
185 579 13
185 593 13
185 596 10
185 597 15
185 598 12
185 599 7
185 602 11
185 606 14
185 658 11
185 669 5
185 674 6
185 709 7
185 791 9
185 805 5
185 865 10
185 887 6
185 902 8
185 917 10
185 920 6
185 934 15
185 938 8
185 969 14
185 985 5
185 987 9
185 514 13
185 521 6
185 522 10
185 527 8
185 539 5
185 546 7
185 622 9
185 637 5
185 644 6
185 660 8
185 683 15
185 731 11
185 770 15
185 780 12
185 801 13
185 814 10
185 818 11
185 849 7
185 894 5
185 898 12
185 905 5
185 960 9
185 984 9
185 992 -2
185 994 8
185 995 15
186 11 7
186 32 14
186 55 6
186 57 12
186 111 15
186 127 12
186 131 7
186 150 14
186 151 6
186 158 5
186 165 11
186 172 11
186 179 12
186 208 8
186 215 8
186 239 14
186 267 10
186 286 13
186 288 11
186 321 13
186 359 13
186 372 12
186 380 6
186 415 10
186 456 14
186 466 13
186 480 8
186 511 5
186 527 8
186 532 5
186 540 12
186 553 13
186 556 12
186 561 9
186 579 11
186 602 9
186 641 12
186 669 14
186 698 7
186 719 8
186 732 14
186 775 8
186 803 5
186 807 8
186 814 6
186 847 14
186 851 14
186 924 11
186 975 14
186 977 14
186 980 6
186 504 13
186 518 6
186 555 5
186 575 11
186 589 5
186 591 12
186 610 5
186 621 13
186 635 10
186 662 5
186 664 10
186 670 15
186 688 14
186 689 15
186 707 8
186 714 11
186 753 15
186 754 14
186 773 6
186 791 15
186 799 8
186 806 5
186 820 15
186 855 8
186 889 7
186 890 11
187 7 10
187 40 10
187 56 12
187 109 6
187 137 6
187 146 12
187 174 12
187 176 14
187 201 5
187 202 6
187 246 6
187 266 14
187 308 10
187 309 12
187 353 11
187 363 7
187 377 13
187 394 12
187 401 9
187 408 10
187 417 7
187 456 11
187 459 5
187 473 7
187 487 9
187 495 11
187 538 8
187 561 8
187 568 7
187 590 14
187 596 5
187 635 11
187 639 7
187 649 13
187 655 7
187 657 7
187 694 6
187 713 11
187 725 7
187 731 8
187 793 14
187 809 13
187 853 12
187 863 6
187 872 10
187 873 12
187 885 12
187 894 5
187 896 13
187 898 9
187 928 7
187 936 6
187 939 9
187 940 15
187 952 14
187 964 15
187 991 9
187 528 14
187 562 11
187 577 15
187 586 7
187 589 14
187 661 11
187 768 7
187 779 13
187 811 5
187 838 7
187 883 11
187 895 10
187 901 10
187 902 15
187 925 8
187 926 15
188 7 13
188 67 13
188 74 12
188 76 13
188 93 9
188 97 15
188 120 8
188 129 15
188 140 8
188 183 6
188 189 6
188 233 15
188 236 6
188 261 10
188 269 8
188 322 8
188 364 6
188 369 15
188 415 11
188 450 12
188 451 6
188 452 10
188 456 13
188 470 12
188 496 13
188 505 9
188 522 11
188 535 14
188 543 9
188 562 9
188 725 14
188 731 9
188 759 6
188 762 5
188 770 11
188 820 10
188 833 7
188 850 15
188 881 6
188 893 13
188 914 12
188 932 6
188 941 8
188 986 10
188 558 5
188 572 13
188 605 6
188 608 9
188 634 10
188 669 14
188 698 7
188 726 8
188 732 8
188 741 14
188 742 14
188 798 10
188 809 13
188 814 14
188 846 6
188 913 14
188 915 6
188 936 6
188 940 15
188 948 5
188 961 10
188 987 7
188 988 7
189 9 15
189 14 14
189 28 11
189 37 10
189 56 7
189 75 13
189 101 11
189 128 5
189 157 11
189 188 6
189 203 10
189 211 10
189 217 5
189 226 7
189 258 14
189 276 12
189 305 9
189 320 5
189 338 9
189 359 7
189 366 9
189 402 14
189 415 10
189 432 14
189 447 8
189 474 8
189 501 6
189 576 5
189 581 5
189 612 7
189 613 7
189 633 13
189 637 7
189 683 11
189 684 15
189 689 6
189 727 14
189 736 12
189 750 11
189 762 12
189 800 11
189 813 6
189 857 8
189 884 15
189 899 15
189 924 11
189 925 12
189 973 8
189 516 11
189 532 5
189 541 7
189 588 9
189 619 7
189 653 14
189 696 7
189 698 8
189 705 6
189 720 6
189 754 9
189 755 14
189 772 14
189 792 11
189 796 10
189 807 9
189 867 11
189 872 8
189 927 13
189 947 11
190 7 8
190 39 13
190 77 5
190 94 5
190 104 9
190 106 7
190 124 8
190 141 12
190 147 9
190 175 11
190 193 5
190 211 7
190 231 11
190 241 6
190 266 10
190 268 10
190 297 13
190 312 10
190 346 8
190 372 11
190 395 10
190 437 15
190 444 14
190 473 11
190 482 11
190 484 12
190 506 7
190 512 8
190 541 6
190 578 9
190 627 14
190 637 13
190 688 5
190 721 9
190 726 5
190 748 13
190 761 5
190 817 6
190 839 13
190 869 12
190 881 10
190 892 5
190 903 11
190 914 7
190 917 12
190 933 11
190 951 10
190 956 14
190 961 5
190 986 13
190 528 7
190 529 6
190 597 13
190 606 7
190 664 14
190 673 10
190 680 7
190 707 7
190 724 12
190 789 9
190 821 9
190 822 12
190 823 13
190 835 9
190 837 14
190 846 12
190 876 5
190 880 11
190 995 13
191 96 13
191 97 7
191 111 8
191 157 7
191 162 12
191 202 14
191 208 13
191 226 11
191 230 7
191 252 15
191 265 14
191 279 7
191 293 11
191 315 8
191 324 9
191 335 6
191 360 14
191 363 8
191 372 9
191 374 14
191 411 9
191 419 8
191 421 10
191 443 8
191 453 13
191 509 10
191 525 15
191 544 9
191 577 6
191 578 7
191 583 8
191 623 8
191 628 15
191 646 9
191 651 5
191 692 13
191 743 13
191 779 5
191 804 6
191 838 10
191 898 15
191 917 6
191 950 9
191 977 13
191 556 12
191 561 8
191 580 13
191 617 5
191 640 9
191 668 8
191 679 8
191 715 14
191 775 13
191 803 9
191 813 10
191 815 13
191 818 8
191 819 15
191 852 14
191 885 15
191 896 12
191 897 8
191 923 15
191 948 12
191 969 5
191 978 8
191 985 13
191 986 8
192 5 5
192 34 11
192 40 13
192 41 11
192 78 14
192 91 13
192 99 11
192 119 13
192 130 9
192 166 5
192 173 14
192 197 8
192 217 9
192 220 7
192 253 8
192 292 8
192 328 8
192 366 7
192 369 10
192 416 9
192 445 13
192 448 10
192 500 5
192 537 7
192 624 8
192 638 9
192 650 11
192 665 10
192 667 9
192 678 11
192 679 13
192 682 10
192 685 15
192 686 9
192 700 10
192 703 15
192 709 15
192 723 7
192 756 7
192 783 15
192 812 6
192 817 5
192 870 8
192 875 13
192 892 5
192 939 14
192 954 15
192 962 14
192 964 8
192 977 11
192 980 5
192 994 15
192 502 11
192 508 11
192 543 9
192 554 14
192 561 9
192 612 15
192 620 9
192 622 11
192 629 15
192 662 9
192 684 14
192 711 14
192 716 10
192 800 11
192 868 10
192 896 8
192 952 10
192 998 14
193 5 13
193 8 8
193 23 11
193 90 9
193 109 13
193 111 11
193 113 7
193 120 14
193 128 5
193 133 11
193 134 15
193 136 11
193 170 14
193 200 11
193 211 5
193 228 13
193 247 7
193 255 10
193 257 9
193 288 13
193 406 12
193 407 11
193 499 8
193 511 9
193 524 5
193 529 10
193 623 5
193 627 9
193 633 15
193 665 6
193 753 5
193 754 14
193 776 5
193 783 10
193 789 13
193 793 11
193 803 8
193 836 9
193 863 12
193 901 12
193 929 8
193 936 14
193 956 8
193 501 13
193 567 11
193 593 15
193 608 8
193 710 14
193 730 8
193 744 13
193 746 6
193 785 9
193 792 10
193 804 9
193 805 15
193 827 9
193 832 11
193 848 10
193 869 11
193 922 5
193 930 15
193 986 9
193 996 14
194 6 9
194 13 11
194 18 13
194 27 5
194 28 15
194 37 7
194 48 6
194 56 13
194 82 5
194 100 15
194 142 9
194 164 14
194 183 9
194 185 10
194 202 7
194 220 5
194 230 15
194 266 11
194 274 10
194 321 5
194 376 14
194 394 14
194 433 14
194 449 12
194 488 10
194 517 10
194 525 10
194 528 12
194 531 9
194 534 9
194 598 10
194 605 11
194 621 11
194 623 5
194 635 7
194 657 8
194 660 5
194 664 8
194 709 15
194 713 9
194 745 15
194 803 9
194 850 8
194 921 8
194 927 10
194 928 5
194 948 9
194 961 7
194 510 13
194 567 13
194 573 5
194 628 9
194 756 6
194 782 5
194 823 8
194 827 8
194 874 5
194 907 9
194 939 11
194 941 14
195 47 15
195 78 5
195 79 9
195 95 6
195 98 7
195 125 11
195 126 13
195 139 7
195 144 8
195 158 15
195 176 13
195 201 12
195 212 10
195 240 13
195 252 8
195 263 9
195 291 8
195 292 14
195 298 9
195 300 13
195 311 8
195 355 14
195 389 10
195 418 15
195 433 10
195 440 14
195 444 9
195 451 13
195 480 6
195 496 10
195 499 13
195 543 15
195 636 8
195 641 5
195 645 5
195 676 5
195 692 14
195 708 7
195 713 13
195 719 5
195 745 8
195 746 14
195 804 15
195 834 5
195 843 9
195 844 14
195 868 13
195 920 14
195 926 5
195 947 13
195 954 6
195 985 6
195 988 8
195 529 15
195 583 9
195 616 7
195 677 12
195 690 15
195 742 12
195 759 8
195 808 14
195 817 8
195 886 6
195 894 7
195 914 15
195 917 1
195 928 8
196 4 12
196 69 8
196 98 13
196 178 7
196 213 5
196 260 14
196 276 6
196 303 13
196 319 7
196 325 7
196 345 12
196 346 15
196 347 9
196 365 6
196 375 5
196 392 5
196 393 5
196 448 14
196 470 10
196 472 5
196 478 7
196 481 15
196 540 12
196 542 15
196 549 9
196 626 15
196 631 5
196 638 15
196 640 13
196 649 6
196 658 6
196 666 7
196 669 10
196 673 14
196 685 8
196 697 8
196 719 7
196 727 -1
196 741 7
196 745 12
196 775 12
196 778 9
196 809 11
196 828 10
196 838 15
196 853 11
196 912 12
196 930 10
196 950 13
196 959 8
196 997 9
196 517 6
196 536 5
196 547 12
196 600 14
196 645 15
196 701 8
196 736 6
196 792 10
196 802 15
196 820 7
196 823 13
196 859 9
196 868 15
196 874 9
196 908 13
196 931 15
196 933 9
196 947 14
196 977 14
197 7 8
197 16 15
197 44 15
197 50 10
197 97 15
197 132 5
197 151 11
197 276 11
197 323 10
197 346 7
197 368 12
197 370 10
197 389 9
197 417 6
197 434 5
197 441 14
197 475 15
197 501 13
197 530 15
197 542 14
197 547 10
197 560 13
197 584 5
197 593 15
197 628 5
197 647 8
197 648 10
197 707 13
197 710 14
197 714 5
197 715 13
197 736 10
197 776 15
197 785 12
197 789 15
197 843 9
197 853 11
197 915 10
197 928 8
197 983 13
197 503 9
197 535 14
197 585 12
197 652 10
197 655 6
197 659 7
197 689 5
197 691 11
197 734 8
197 759 14
197 787 10
197 788 14
197 791 8
197 818 7
197 830 14
197 832 14
197 840 7
197 872 6
197 890 6
197 895 8
197 919 15
198 6 8
198 22 7
198 45 5
198 47 6
198 48 11
198 51 6
198 78 6
198 86 11
198 98 8
198 100 12
198 125 6
198 126 15
198 145 14
198 148 8
198 178 8
198 183 12
198 184 11
198 185 15
198 196 8
198 220 11
198 221 15
198 247 6
198 307 15
198 321 15
198 326 8
198 343 11
198 351 6
198 352 7
198 367 14
198 409 13
198 470 14
198 473 14
198 511 11
198 687 8
198 689 6
198 695 6
198 696 11
198 719 10
198 740 15
198 769 15
198 782 13
198 796 7
198 799 14
198 814 12
198 863 8
198 878 11
198 896 7
198 914 15
198 923 7
198 982 8
198 987 15
198 516 11
198 533 7
198 552 15
198 560 9
198 563 15
198 612 -6
198 613 6
198 638 11
198 660 9
198 678 5
198 685 12
198 741 11
198 758 9
198 786 12
198 805 11
198 816 8
198 929 12
198 937 5
198 977 12
199 10 8
199 14 8
199 21 7
199 37 6
199 44 5
199 56 13
199 75 7
199 76 13
199 109 7
199 131 11
199 133 6
199 139 7
199 149 5
199 174 5
199 260 7
199 284 12
199 288 11
199 294 12
199 295 8
199 304 9
199 305 6
199 306 12
199 312 5
199 322 13
199 365 8
199 383 11
199 423 12
199 444 11
199 486 15
199 495 14
199 517 15
199 518 13
199 519 14
199 531 8
199 547 13
199 548 5
199 563 5
199 591 8
199 613 6
199 631 8
199 638 13
199 655 6
199 669 11
199 674 7
199 724 9
199 775 13
199 783 8
199 802 12
199 817 7
199 828 15
199 833 8
199 837 6
199 880 9
199 890 12
199 905 9
199 907 11
199 963 10
199 974 14
199 980 6
199 981 5
199 510 10
199 524 13
199 529 6
199 549 5
199 558 9
199 573 12
199 583 7
199 585 13
199 593 10
199 643 11
199 684 7
199 695 13
199 703 8
199 712 5
199 738 14
199 754 6
199 815 7
199 826 10
199 830 5
199 853 13
199 860 12
199 875 12
199 894 7
199 904 9
199 918 10
200 11 10
200 49 13
200 50 9
200 63 11
200 74 7
200 87 6
200 98 12
200 99 9
200 166 6
200 191 12
200 215 10
200 270 13
200 343 8
200 350 14
200 355 11
200 360 10
200 402 6
200 404 15
200 416 11
200 433 8
200 437 9
200 452 9
200 456 11
200 468 8
200 486 8
200 539 7
200 544 15
200 566 10
200 567 8
200 595 11
200 602 14
200 618 9
200 632 5
200 676 14
200 683 14
200 723 7
200 727 14
200 748 12
200 794 12
200 811 14
200 812 13
200 817 5
200 833 13
200 878 8
200 890 6
200 905 6
200 926 5
200 945 12
200 976 12
200 983 12
200 506 10
200 515 11
200 526 15
200 548 9
200 569 6
200 572 7
200 593 14
200 636 10
200 700 8
200 702 15
200 708 11
200 745 14
200 746 7
200 756 9
200 764 7
200 779 13
200 781 9
200 807 14
200 850 14
200 852 11
200 867 11
200 884 8
200 936 15
200 941 11
200 951 13
200 981 13
200 988 10
201 3 6
201 18 12
201 34 9
201 50 9
201 90 12
201 96 14
201 102 8
201 103 6
201 123 6
201 141 11
201 162 8
201 187 14
201 327 7
201 370 7
201 406 14
201 413 15
201 419 13
201 436 9
201 445 6
201 446 8
201 490 10
201 494 12
201 514 15
201 517 6
201 545 14
201 559 11
201 580 10
201 624 7
201 629 6
201 672 12
201 703 5
201 722 11
201 786 11
201 794 12
201 811 10
201 815 15
201 820 15
201 903 15
201 905 11
201 923 12
201 944 10
201 945 6
201 946 7
201 976 9
201 504 8
201 520 13
201 523 8
201 527 5
201 540 12
201 543 11
201 547 12
201 585 10
201 603 11
201 615 6
201 622 14
201 637 12
201 639 13
201 673 8
201 694 9
201 718 10
201 782 5
201 812 11
201 836 12
201 875 15
201 884 11
201 914 10
201 920 8
201 932 5
201 949 9
201 954 7
201 987 15
202 23 7
202 24 8
202 46 5
202 82 6
202 84 12
202 101 15
202 120 12
202 145 11
202 203 13
202 229 15
202 240 9
202 243 8
202 249 6
202 267 5
202 271 14
202 336 6
202 337 11
202 352 8
202 386 8
202 405 15
202 445 6
202 461 12
202 484 9
202 492 5
202 496 14
202 511 13
202 513 15
202 586 5
202 592 6
202 601 10
202 611 15
202 613 7
202 620 10
202 695 6
202 711 11
202 716 11
202 720 13
202 739 7
202 753 9
202 788 10
202 792 8
202 803 10
202 831 6
202 837 7
202 839 15
202 856 6
202 865 12
202 874 10
202 891 13
202 956 9
202 964 8
202 985 15
202 998 12
202 515 6
202 520 11
202 524 14
202 552 13
202 581 8
202 632 7
202 646 8
202 648 10
202 654 10
202 663 7
202 680 5
202 712 13
202 727 9
202 751 10
202 764 10
202 772 8
202 798 13
202 805 8
202 844 10
202 858 7
202 883 15
202 899 11
202 902 12
202 912 7
202 940 14
202 961 14
202 971 12
202 978 11
203 13 13
203 30 5
203 37 12
203 39 15
203 61 6
203 73 10
203 85 11
203 100 7
203 104 8
203 126 12
203 135 13
203 143 12
203 177 6
203 208 5
203 262 15
203 275 10
203 281 15
203 309 6
203 336 13
203 337 5
203 338 8
203 340 11
203 407 12
203 432 15
203 476 7
203 487 10
203 508 11
203 538 14
203 580 5
203 606 10
203 611 7
203 623 6
203 657 5
203 664 7
203 732 13
203 742 10
203 760 5
203 765 5
203 766 11
203 767 14
203 783 14
203 806 8
203 835 11
203 850 15
203 907 11
203 910 5
203 917 12
203 919 11
203 927 6
203 933 10
203 938 6
203 948 6
203 968 6
203 528 14
203 646 11
203 654 7
203 669 7
203 679 12
203 718 6
203 753 6
203 811 14
203 846 6
203 848 5
203 874 5
203 909 12
203 983 8
204 9 10
204 13 13
204 128 5
204 133 7
204 148 13
204 151 7
204 158 8
204 164 5
204 240 6
204 241 11
204 267 11
204 302 13
204 305 5
204 315 13
204 329 15
204 331 8
204 371 5
204 380 10
204 396 5
204 405 11
204 438 9
204 465 6
204 477 6
204 493 14
204 500 11
204 517 15
204 522 14
204 535 9
204 545 5
204 557 10
204 624 15
204 630 10
204 664 8
204 679 13
204 694 5
204 703 15
204 711 9
204 717 14
204 731 10
204 755 9
204 772 11
204 790 9
204 837 9
204 840 12
204 860 9
204 880 12
204 903 11
204 972 11
204 977 15
204 982 9
204 997 15
204 511 8
204 530 14
204 548 8
204 585 15
204 595 5
204 599 6
204 623 7
204 662 6
204 668 7
204 700 -7
204 722 10
204 804 8
204 818 14
204 821 12
204 829 7
204 862 5
204 863 9
204 877 11
204 909 6
204 910 11
204 927 15
204 976 12
205 6 7
205 8 9
205 10 5
205 17 15
205 18 9
205 24 8
205 38 6
205 48 13
205 85 5
205 90 15
205 92 13
205 221 9
205 223 6
205 283 8
205 286 7
205 294 7
205 295 5
205 305 10
205 310 5
205 334 8
205 341 14
205 352 12
205 372 7
205 382 6
205 396 9
205 418 9
205 442 7
205 445 13
205 465 10
205 466 6
205 468 10
205 478 13
205 485 7
205 496 8
205 562 5
205 574 11
205 591 13
205 593 14
205 669 15
205 672 13
205 682 14
205 687 7
205 728 12
205 731 9
205 733 15
205 735 11
205 818 7
205 824 15
205 828 5
205 850 14
205 869 5
205 942 5
205 955 11
205 959 15
205 988 10
205 500 12
205 513 14
205 569 9
205 623 15
205 639 5
205 676 12
205 689 12
205 690 14
205 738 9
205 742 14
205 776 12
205 833 12
205 853 5
205 889 11
205 890 5
205 932 15
206 36 12
206 43 5
206 75 13
206 88 10
206 92 13
206 108 13
206 113 8
206 139 13
206 160 10
206 189 5
206 239 9
206 279 10
206 323 12
206 363 8
206 368 8
206 378 10
206 396 15
206 459 14
206 463 8
206 466 13
206 468 -6
206 470 13
206 502 9
206 548 13
206 608 14
206 649 7
206 655 15
206 684 9
206 725 6
206 760 14
206 779 10
206 780 6
206 786 15
206 812 11
206 838 5
206 844 7
206 845 8
206 886 11
206 940 12
206 944 9
206 953 6
206 982 5
206 511 8
206 557 10
206 560 12
